time_step;cre21;mv_f0_lv_evans_thompson_2;mv_f0_lv_nrcl_dng_hgs;mv_f0_lv_evans_breens;mv_f0_lv_peledora_sunline;mv_f0_lv_pickering_dng_hgs;mv_f0_lv_dng_hgs_hall_2s;mv_f0_lv_missen_thompson;mv_f0_lv_atlas_olympus;mv_f0_lv_aylmer_glasscocks;mv_f0_lv_grandiflora_dng_hgs;mv_f0_lv_thompson_1_dng_hgs;mv_f0_lv_thompson_2_dnong_hgs;mv_f0_lv_dng_hgs_2n_ballarto;mv_f0_lv_thompson_p12_evans;mv_f0_lv_davis_dnong_hgs;mv_f0_lv_hall_p26_dng_hgs;mv_f0_lv_remount_latchford;mv_f0_lv_hall_heatherleigh;mv_f0_lv_kcc_park_dng_hgs;mv_f0_lv_marriott_rayoff;mv_f0_lv_eagle_dng_hgs;mv_f0_lv_dng_hgs_turf;mv_f0_lv_mcnabb_hall;mv_f0_lv_hall_p23_dng_hgs;mv_f0_lv_dng_hgs_2s_ballarto;mv_f0_lv_thompsons_evans;mv_f0_lv_dng_hgs_p3_thompsons;mv_f0_lv_hall_p25_dng_hgs;mv_f0_lv_fintonia_erindale;mv_f0_lv_saltbush_kingfern;mv_f0_lv_thompsons_3w_evans;mv_f0_lv_redpoll_alarah;mv_f0_lv_beechwood_melington;mv_f0_lv_latchford_whitfield;mv_f0_lv_dng_hgs_p4_thompsons;mv_f0_lv_fairhaven_taplan;mv_f0_lv_orion_bacchus;mv_f0_lv_marriott_thompsons;mv_f0_lv_blue_mist_lyndhurst;mv_f0_lv_dng_hgs_p5_thompsons;mv_f0_lv_wentworth_dng_hgs;mv_f0_lv_west_brookwater;mv_f0_lv_dng_hgs_4n_glasscock;mv_f0_lv_ercildoun_alarah;mv_f0_lv_invaders_dnong_hgs;mv_f0_lv_marriott_graegwen;mv_f0_lv_dng_hgs_n735_hall;mv_f0_lv_wentworth_2_dng_hgs;mv_f0_lv_chrysco_flowers_p2;mv_f0_lv_dng_hgs_p17_hall;mv_f0_lv_dng_hgs_p7_thompsons;mv_f0_lv_olida_albida;mv_f0_lv_wentworth_p1_dng_hgs;mv_f0_lv_dng_hgs_p6_thompsons;mv_f0_lv_dnong_hgs_glasscocks;mv_f0_lv_gwen_missens;mv_f0_lv_dng_hgs_nth_p21_hall;mv_f0_lv_dng_hgs_1n_ballarto;mv_f0_lv_dnong_hgs_thompson;mv_f0_lv_tea_tree_castawellan;mv_f0_lv_dng_hgs_p15_wedge;mv_f0_lv_lyndhurst_boland;mv_f0_lv_thompson_1_dnong_hgs;mv_f0_lv_lindwall_everlasting;mv_f0_lv_oldenburg_lamada;mv_f0_lv_dng_hgs_p22_nth_hall;mv_f0_lv_dng_hgs_p2_thompsons;mv_f0_lv_freshwater_mermaid;mv_f0_lv_tetrabine_silverwatt;mv_f0_lv_hall_p20_dng_hgs;mv_f0_lv_dng_hgs_1s_ballarto;mv_f0_lv_dng_hgs_hall;mv_f0_lv_dng_hgs_p18_hall;mv_f0_lv_hall_dng_hasting_1w;mv_f0_lv_fortuna_westernport;mv_f0_lv_one_hayton_park;mv_f0_lv_thompson_missens;mv_f0_lv_dng_hgs_cameron;mv_f0_lv_pegasus_minerva
0;21.78782723343989;19.277771883634223;34.841829522881824;24.496151436435802;25.65093645135173;9.223775859119177;0.2643256563697809;0.10860347503944853;27.154492716673545;33.177147800515186;2.3626502874047683;32.527086600644964;12.629598780601608;12.177430782596534;15.702841584380312;3.0177643909212075;11.191070072075306;2.63941789139505;21.645516278995245;0.11825013757569601;18.47360549061254;3.3597562825209795;74.58313269396554;25.46837380587957;5.237078204906531;3.7820318149276453;3.0289423262452186;39.12324256126412;3.8583065753601034;19.711910733076888;27.064812733772353;18.657445676154975;21.63956111915785;17.4758677974934;9.621887921019713;22.648173893792674;49.076954604996764;24.107955661601533;1.8794600334405818;24.00683915725816;32.80883348665524;33.48317522230085;3.1260237149121286;40.76689875256961;40.20981601663418;17.117241487020962;21.992681320164113;22.16731617580991;45.857239216717744;4.871245808836556;36.29118163121632;45.118843488204355;25.9772520648388;5.688915743002056;73.35401317927011;17.643096629552783;76.12929449996724;8.844108698067659;4.661391413127322;23.03454808182187;22.614395781963033;1.796003901792935;21.177272419857392;42.37431992494628;29.743951742336023;33.525841294800344;60.04576777472921;42.5195262583702;26.307521892130413;18.388172433348828;51.01281748031432;27.474407242074516;23.696785193275694;11.708236582203806;5.764449919000157;20.01559409472601;9.771174892467142;20.60735944442902;46.5587654735342;18.747555430141603
1;20.207405912407502;16.502066258115626;37.849891306898755;30.02945276189255;24.415786317725946;8.528109873896069;0.288634093104987;0.10864623141630916;24.528988914563225;31.030254137127066;2.274292984993392;31.58621298448715;5.564573994666809;12.410948775344128;15.152544483521044;2.6674642372935473;9.81870408009869;2.401893647232609;19.186552324415402;0.11834192760416815;18.475166763035737;3.370550897911214;46.377728839085144;25.376385027014358;4.218334665277401;19.845119278797206;3.041441900825271;26.134314051190994;3.6265185367868593;19.080432660323922;24.003229268910637;17.41100254989929;19.440937005667116;16.085008463954956;9.160659402210234;20.364106502704544;47.67053885970666;21.89794970051278;2.0175034592858476;22.83604851845216;32.03783448969181;29.393097093426064;3.3058927845049415;27.22051343534305;35.46644066357358;14.203350537591696;19.696620545909912;20.005503494388428;45.85159347438012;4.898410183193139;37.201993595606325;40.00583159721158;24.66241608503939;3.2290946700841214;71.37480664096793;16.897205824289173;68.52935764976868;8.580525401706476;4.246826798300908;22.252393377159905;23.092546377862817;1.7523578782806735;19.926504676722352;39.10573451611295;25.429773429848602;29.610769531427444;57.84503451570332;38.71351304644515;25.27701079759483;14.17112609948126;45.611852225494054;23.246197629185033;20.53461911149728;11.065414377553076;5.530585375848083;19.952903349281684;9.416648637156143;19.213712131687466;36.40663267127585;18.397865005084892
2;18.700355072750245;15.56898934243987;36.52345548380643;27.318391482513494;21.430580077631227;8.434686414110928;0.28856793300869904;0.10868380904165828;23.28179080435101;26.110404527360398;2.3115356992822003;32.695187285233594;3.5003995874512266;12.195805688039911;14.315597104082498;3.08775525110512;10.005261684968335;2.39229135047395;16.75588509035589;0.11842403587131452;17.380557907229317;2.6433804520022406;59.40585046921187;22.673925348004868;4.045763678593431;17.200955888981294;2.774046563261516;21.28440090515959;3.381978750209265;17.97505427031494;23.39737613562741;16.666818439463512;17.550886616336445;14.666635036762957;8.801087505611775;19.607380080934366;43.951215748005;19.008995227501146;1.878143860481515;21.10377612142421;30.935542135165445;29.644165107715292;2.894972855768291;21.229228260486437;33.63323683922648;13.515938003650307;19.395674604737582;19.722798670837875;41.10480531381029;5.023968385543965;28.368473716548714;42.07747035806478;22.190725174110035;2.7235219946035674;69.72967261789624;16.058227033729494;62.39010821506189;2.6415312812682155;4.547457093710481;25.145901173804507;21.755319603695224;1.6823139246383991;18.551334417447233;41.93385053832876;21.837444271800717;25.758662728395237;28.09819960979343;32.22612842925777;23.78593048918864;13.540630316520232;43.59144627959469;24.944619292203722;19.65834217519448;10.861236209293788;5.445382341876931;17.610018741782127;8.482316673202941;19.1664166831559;29.08198936215601;17.246668863263036
3;17.69057504549436;15.35123639343929;32.264033292344116;20.87067630807356;19.448262507013723;8.544788654292727;0.2642006483190249;0.10871091970901062;20.765654523790744;26.179255684301978;2.300794618746268;31.731990428395545;3.405665967566202;11.769044366286272;14.30419922500753;2.952582006290883;9.804492456249848;2.4896109429470097;10.648239404595689;0.11848451724487635;16.546429141100873;2.5612890149758356;54.62945617326199;12.698767694487161;4.3517055893654035;2.534142440030831;3.1866648724205686;16.16440927998318;3.6213415422166135;18.332116565786933;20.401774460272186;16.36606809120437;16.41013954255786;14.703567944274537;7.963920486547095;22.519459473903503;46.94227106480052;18.998399497283987;1.8853357445030576;18.66090492626194;31.141550232250363;30.312982106567922;2.530555801760268;21.765249566996786;30.70204250425126;11.310230726925655;18.963208982744106;17.90118524428514;31.745652720779983;4.898166026566435;28.344786969702966;41.77824452035776;22.20295590922662;3.5261664361276646;55.2711494892723;12.519133649063441;54.95440197441614;2.4526122913904467;4.131413572192561;30.755000662570886;20.933138313859352;1.670998022126688;17.594906038824845;48.87069623240296;19.992425032184588;23.943769207347422;39.82175989379411;33.73343500090349;22.974495411979383;13.446887066487118;40.331469977240275;26.648486814050287;20.031170548576085;11.537911943369322;5.213053093922723;15.849022976044585;7.887693658886412;17.030390802679708;25.682883060002414;16.887908458514637
4;16.969627611721837;15.430704183376076;32.48424307928405;20.612747465255982;19.68804648178941;3.1998100711282387;0.28242286360314894;0.10873206012339133;19.88255880490745;24.34016820454526;2.2231580837396843;31.378523094232598;3.3515936100554833;11.40569977518336;18.73051756556477;3.4873670484704626;11.162264079504617;2.397908492521102;10.685662526144235;0.11852663668655923;16.334440980562416;3.740084201926334;45.773445459633685;9.953077772007008;4.068142551187643;2.868207413763424;2.666584479273733;15.005921998227652;3.888679260441716;16.766019044790255;19.95154803678734;13.901558968232623;15.79331645928895;14.048103038040088;7.854138480008892;19.365166853549162;45.27750232115238;18.844802153128967;1.8927892063703045;18.246570436172078;37.380505818009645;28.296794203105613;2.5653537439534655;19.640883389622616;29.389230627041545;12.822482125189035;18.388778615658925;16.540103661288224;27.780576865160512;4.64508375969672;27.092415473708826;40.5776772764095;20.312519996128014;2.486517506947032;50.999723830996714;10.829305561002425;40.630015722433406;3.0274695926997204;4.0755592124368505;25.18180750407783;19.735488884994723;1.7501343284936726;17.008616993035925;43.344437326556964;20.55864557135585;23.082181892196495;69.2483333010535;33.933269825280284;21.99025875380197;11.573457892460246;37.08241265195707;24.712388940247994;19.6465175457015;10.03754180016255;5.2181162270665595;14.964292009517768;7.767591517313059;17.25638783204374;25.0538792515268;16.893975261654496
5;16.71062758554437;14.328936839620255;33.21503730681787;21.32782930614668;18.477040055142723;1.9559245577072324;0.4958112301573125;0.1087395171773237;19.422277022263483;24.542620166594318;3.0330821410627666;32.04391560741719;3.364672349282009;11.949208337509463;18.74263742965299;3.212572913470831;9.800515920649328;2.331034658211017;9.837270774344116;0.1185412469979431;16.206507606599562;3.6055064353944526;47.909575386795275;9.208972540931695;3.3807403569083405;2.6669563185241842;3.026168528406499;15.784335277359027;3.029692871313168;15.79307725710645;20.407702446534763;12.585606181884614;15.720328027136166;13.536878913105516;7.597295618017662;20.21207143118571;44.39381390872926;17.606837913299316;1.8772793124722231;17.830844327048634;36.51571291076955;28.08441857943531;2.6054824645298122;18.376597346583296;29.79616112850974;12.308688985774799;18.18065452124682;15.750958414753526;22.298157049336474;4.675292229243536;28.44146019830739;38.79459047589749;19.144037282748585;3.088890348978891;51.69967501428384;10.356086435214852;38.7819019971757;3.1744421837639805;4.519718100565872;24.231764501131067;19.60283152316517;1.6385944528548833;16.45423845187039;41.316820414026154;20.435727166560756;23.420539246561983;59.05485280428208;34.48319653586929;21.155575225077072;11.56042414174748;40.040765370992574;24.639684324448442;16.91705704581431;10.236555288289463;5.499937210246517;15.113422179215833;7.999134100526844;18.78943279173255;24.603748942575763;16.950576895229435
6;16.997695975780402;13.649654275727857;35.928175929988896;20.86667157244402;19.301493888895497;2.2834128113596774;0.26419297460627883;0.10873049904718504;19.641556325206878;25.723004918062585;5.041891585764873;31.6366891374043;3.6855844989298157;12.018708276047057;18.59998621364228;3.567809070475315;9.995853010514978;2.404237530660751;11.417627301324163;0.11852166233649235;16.243996189792334;3.4047358257954663;44.331718851266565;11.00100772226687;3.5993868130674116;4.510938084346107;2.9463487800225425;21.028185601835553;3.204323245062294;15.950484858938434;20.81895339410595;12.943276586043112;15.549220770547977;13.063134685642963;7.5418299871963;20.55740975686872;45.334676847029414;18.210337266268784;1.892771018787081;19.068057867650616;37.82930662074452;22.309246060253702;2.6263908234815863;18.923847724540714;29.706086450781626;13.303002555868334;17.874807201779593;16.247397477188912;21.682429319226692;9.895619976441761;26.634372239997322;33.10359603679359;19.31648113708367;2.620366239007001;39.191940043563875;9.595731965399716;44.4665332770222;3.0140824692040438;6.688075003465756;23.507727525571255;19.19657692976979;1.670612360346664;15.550219815092643;39.78931580850259;20.930791391471004;23.39993046531455;54.41941387208653;36.15364221160829;21.543857699303338;12.030695734853534;36.72759605342289;26.22572929421806;20.352337058952205;10.045359987711796;5.507320618148943;15.858360901477967;7.623925373774772;17.439944958158605;38.285400914117155;16.908483938858936
7;17.137106900917168;13.612210217241971;36.009376051784685;14.341936331404522;19.168801428876424;1.9960932459402565;0.25813470160767754;0.10873089912976465;19.260763728722193;27.107866357327243;5.4867566581803615;32.51053577642991;3.511835284358606;12.55434038176444;20.72746416273641;3.1328538329385798;9.801783596870617;2.5352946928958535;11.135622310588996;0.11852673120895829;15.353280384844659;2.680737444656823;60.366911298002236;16.838112944452064;4.571589466962096;3.840320037886568;2.8130819110308987;24.928909574373687;3.0967590225493553;14.816761631587488;23.86305469022609;14.675776719058428;16.067399424421986;13.32143652200846;7.414085476064976;20.436046534540374;45.14513082351176;17.706995117161405;1.859476189348133;19.629308405441215;30.10243630328006;13.61016983667518;2.736610073170364;17.799877030021165;30.180016624315158;15.008125150706395;18.813188645937466;16.181829651226423;22.33940870502377;4.872480361225787;27.872218579051367;24.461143306982226;19.12436452408102;3.491075763091838;13.178517993937566;9.924377057307328;44.989782841274675;2.237740861339528;6.4346787426812195;21.098873842232845;19.45662887681437;2.079273696624477;14.974195681478712;32.69634964447125;21.344456337403887;23.984842376044185;51.53556695457778;33.169359836925445;22.766697039306838;12.881643669257684;33.7059088551344;22.855452908508315;18.67294042278907;9.548689740229467;5.641341520794155;15.737592204195403;7.536978726704158;16.881378805013977;39.818927797851195;16.996789177447415
8;16.29823547968909;13.161329425483947;35.0706781928971;8.677449383812696;18.254550249625602;2.2488628353676057;0.25811024717682085;0.10875604885349982;17.537233944369646;26.387789311012096;5.107699920708762;31.745735183800996;3.457281168284599;12.41160590556856;18.9837156497078;3.587071699611328;10.962447958250209;2.241396446365771;11.247449133693504;0.11857752814504825;14.485254534022097;2.7193737608254147;39.820516545375504;17.27023582842323;4.882711492183374;3.77195806485449;3.1589442305462394;24.060662484274246;2.572840027232071;15.167830465304663;19.446997639594134;13.30040783868824;16.517614923243848;13.019893845763239;7.682431723211219;20.504156545053455;44.35851007978629;16.54063613969922;1.877022036983302;18.96753055403262;24.948180136820845;12.687306301167558;2.5250385881518516;19.561723879139628;28.37546667243555;13.999602513458246;16.797668794619845;15.559477507187761;30.403847243508885;4.62470215639034;26.336343554721804;25.06998088333002;18.556800577466966;4.830401049668176;14.051859385410342;8.934089386908086;43.47708401777286;4.767833949310572;4.1588199341253445;21.116384394601923;17.873512360939912;2.1105017950349985;13.828688676976242;37.740396667781184;20.39449392058132;21.99186048953967;52.00113395624134;34.95458778099444;22.183146222718115;12.176255486689588;33.95029059374359;24.487318806282303;10.752065465147231;9.529894361899286;1.403166286395399;15.1217411354584;7.551054076932945;17.70969332594909;32.140719869547944;15.934010714092913
9;15.821546054271582;13.588412198421713;33.03733386062501;10.064063988421388;17.668609308306724;0.6402682774197519;0.2520278790401409;0.1087685612274792;17.156406776044513;25.590846321961852;5.502429409468426;32.37090566459614;3.443284642729421;12.981268877597044;18.55003413522997;3.338687348765071;9.793600931095565;2.218802600092714;13.044959410233517;0.11860742877999307;13.212095374987781;3.2806920395360546;44.297733876815805;12.545436715412283;4.689658123274737;1.896626159442721;2.5725239486795433;19.37657759493631;3.1073667977671424;14.655499469725362;18.2526220733814;13.112312743131671;15.559054245695355;12.372805052325711;7.377023875007168;19.06432961967643;44.68214437408845;15.10824486379409;1.8434107492324714;18.337378210910195;24.83166736636793;13.12284809605715;2.5223438357226837;18.534748172193492;28.39693898756303;14.361971576285137;17.07450768895243;14.632984252100801;29.467671485987886;4.660135600282099;27.996512878949364;27.295439523351355;18.174865289331436;4.493277116243358;12.188108334065058;9.004463085896491;41.56062319708507;6.9019251156269705;4.25561320118684;13.403626675218943;17.526604398155285;2.1365706598496628;12.78155820681853;42.20584488132212;19.78664543783096;21.74514078833357;56.81686563739555;35.43235030976602;21.802228817310965;12.662473254192005;35.15130848506233;21.667884130961202;11.960018317713972;8.967931840121105;0.4711603099698736;13.725328558590997;6.406264203956141;17.120864832646305;28.63899993438437;14.903733799386767
